date,tick,sqrtPrice,liquidity,volumeUSD,volumeToken0,volumeToken1,tvlUSD,feesUSD,close,open,low,high
1688688000,200985,1832310235606513390197740009521523,30129438628188692795,184662999.50216806,184714208.773882,99382.659904191595760145,468700014.7833784,92331.49975108403,1848.11175832858063825920471312239,1848.11175832858063825920471312239,1831.996813324941381891074161401217,1877.21860627537825378707362839902
1688601600,201100,1842900452650297585041575305745848,22497541850245396134,325483491.30227256,325398580.718869,171063.859790314328384657,465293197.9778481,162741.7456511363,1910.81233437584236612755003853429,1910.81233437584236612755003853429,1845.639040290076427702179396689869,1956.592351527320340727455257382717
1688515200,200763,1812134427059585660891406313861245,39815096201277680410,280542892.865318,280408217.450841,146362.661014780729735439,474212789.97176284,140271.44643265902,1937.603932064324517676282767653051,1937.603932064324517676282767653051,1895.234867259930045144059136777772,1941.934462263820453923500657443286
1688428800,200634,1800466459592189569379659779447856,47021779510428764327,220421373.2755584,220301814.974359,112908.834481077799601643,470343158.1100655,110210.6866377792,1954.626145006916263400212802405515,1954.626145006916263400212802405515,1933.523653907261098123070992564928,1965.384840398569397540829741954313
1688342400,200540,1792040529839194713290168739419121,53318866426067573360,316661240.83735055,316770326.890863,161529.724778349903107555,461900717.1252165,158330.62041867527,1937.179659053715999477440157337115,1937.179659053715999477440157337115,1935.217125000000448298975855738165,1982.663279842509471811319961900143
1688256000,200630,1800101811501143097857587727247372,42384765169734646330,223062416.8663179,223080660.164986,115991.4154551978158345,459760178.633814,111531.20843315896,1924.830056883674427340335141959018,1924.830056883674427340335141959018,1899.503831002719802996111271840923,1956.452700240288262299330198032825
1688169600,200694,1805857666444084053692194795342370,37482031890363655641,219641756.37636477,219618604.072777,114211.630327786563991027,456559853.62300384,109820.87818818238,1933.12948796038343539207883524835,1933.12948796038343539207883524835,1904.801100753152086065199630080536,1942.11483411430953097018143747334
1688083200,200652,1802125750161480947767938427194837,34495371919774240947,533698945.5001479,533805028.78051,282436.056740416494774589,443479030.9459919,266849.47275007394,1852.771144241201219221503178244133,1852.771144241201219221503178244133,1832.328947662508573762252246178637,1944.660781660461343980648769245044
1687996800,201075,1840637038216565260376373778558345,30133072193107110210,201783529.50999212,201777619.767809,108977.270958364954799872,435514510.4246277,100891.76475499607,1828.626740426482730052212998321351,1828.626740426482730052212998321351,1828.381361482333373781656983195152,1877.612340536926572337285762880519
1687910400,201207,1852747742396607737408035137662772,24492780764656952987,243854300.21726993,243854784.249629,131640.121445717545876514,434091816.76953536,121927.15010863496,1890.295157856467327520666709482799,1890.295157856467327520666709482799,1822.752818662216990402175463650922,1890.301389675873933455448419887181
1687824000,200875,1822278606975162291817897202115104,34132452227975688337,246227729.6043183,246270632.002751,130783.976159407271497657,439776810.8399414,123113.86480215915,1859.273126677708420292287595007414,1859.273126677708420292287595007414,1857.265210259324365267855494302762,1909.69955391575912994389132077234
1687737600,201040,1837418705340552951271108354740482,26415009138995431051,342186303.4920209,342229610.992718,182739.152298761376255622,434295865.2648841,171093.15174601047,1900.552392718531158546914354292685,1900.552392718531158546914354292685,1840.931104053805491415132011393859,1906.217855323842392792151974481132
1687651200,200821,1817350199671502134184259575739183,42105943025436659833,233356330.94708556,233359984.859837,122615.606531598272425202,438736887.9128859,116678.16547354279,1876.998537843371358026699276482853,1876.998537843371358026699276482853,1871.588435111235847294694039433844,1928.264220184662886651945256942455
1687564800,200945,1828722056546238870149319786021579,25654009715388796734,152875012.41223007,152879326.433563,81054.543340103747644375,435520382.31763035,76437.50620611504,1892.37826421726705118559312974345,1892.37826421726705118559312974345,1867.845809092915893453865486130327,1904.156511160969818505693596215118
1687478400,200864,1821277442552202021486591205726561,33694046594377022129,343611549.6364858,343679086.835734,181239.365289108968573303,438042407.31012857,171805.7748182429,1873.649829579010922470856502109565,1873.649829579010922470856502109565,1864.884076474310237786324816891125,1931.725540595503382748181572252369
1687392000,200965,1830479296577834797146290080257603,27240893017797934669,311825770.95737606,311778589.139267,164137.602326265661880982,437083367.4216334,155912.88547868803,1890.542959254946412831084829900636,1890.542959254946412831084829900636,1866.921914662876011597970396890924,1931.068868330510001755280144604502
1687305600,200874,1822186016200146261734105916359830,28042998285167990488,497512509.91428995,497584183.140194,269684.002825288422867125,432671317.3088499,248756.25495714496,1792.2371348027381423921694196139,1792.2371348027381423921694196139,1788.807395198281149728746385402806,1898.598530817300833362217303623415
1687219200,201408,1871490715273282633041559138372514,23638910991902698803,259392708.3363344,259466626.942575,147658.372424769150310306,425349373.8855329,129696.35416816719,1736.365499596652646625208468156763,1736.365499596652646625208468156763,1715.637560161190714044126047704007,1793.702700000000410760971439005495
1687132800,201724,1901335317329224258562020516934366,20919038078522540512,175474111.23619118,175505737.818851,101789.063122797471671638,417819588.73063093,87737.0556180956,1719.45411589467713888929570379203,1719.45411589467713888929570379203,1703.893936778084396515390278931992,1746.109109432543198597002206914281
1687046400,201822,1910684001205199900770111369126265,17375037523395610386,80928628.32347648,80935885.139191,46768.395661078590734374,416700091.0548915,40464.31416173824,1727.476807515566228009884945025885,1727.476807515566228009884945025885,1715.172972152644973803205940527554,1746.149965266661027746489334335659
1686960000,201776,1906222200812954510744173274144437,19003562862692625994,113509883.20185436,113515590.005274,65364.672129563906912034,416835243.75070363,56754.94160092718,1716.534481419157567302290655865966,1716.534481419157567302290655865966,1713.865747822037981663999187085914,1759.565810595764458661524255385862
1686873600,201839,1912288826447275457522007232769403,17254682524476834461,143646868.7837916,143681116.367199,85253.987702261344174984,433572482.61867934,71823.4343918958,1664.949276471621302997121331764093,1664.949276471621302997121331764093,1651.554460459439370099384676439856,1725.724767591133881550570345922701
1686787200,202144,1941696831906321609561209997453062,13628263719047023274,213616081.35367283,213637676.530491,129514.044578516290208313,424485593.73595655,106808.04067683642,1650.515265640389084966888815109155,1650.515265640389084966888815109155,1623.582206708044737685591440415407,1682.77396916609533169224954142368
1686700800,202231,1950118280877782944754664948778856,13097168797131204841,263426131.37274042,263399288.027882,154902.098865587191049924,419478768.0523418,131713.0656863702,1738.633287022746687538376990594766,1738.633287022746687538376990594766,1631.953883958151624300680510876744,1756.34751643333754418448047258162
1686614400,201711,1900096196724768546565215133833351,26890924491594722076,238365942.8915631,238335222.40421,136750.57055094294523866,448704112.2028491,119182.97144578154,1741.837578392063586504770374604023,1741.837578392063586504770374604023,1718.807252337899263327354842009684,1761.335386033017540295625841947002
1686528000,201693,1898347901620250552125294339306403,109472384470939769749,219692421.4039235,219655860.581605,126253.207526511197015893,436819274.36044663,109846.21070196175,1752.688602575242248360778118767838,1752.688602575242248360778118767838,1715.785994472016453516581389822422,1760.940043049419622388689612490615
1686441600,201631,1892467447785988312348709132151822,20751413951425536154,132187582.61528204,132170754.018981,75382.837406852957469084,438197749.4187396,66093.79130764102,1753.034327894570789747733468668344,1753.034327894570789747733468668344,1736.968491322840897113464598105549,1776.873896394968107444732117706582
1686355200,201629,1892274321057076111059977999995079,20549014887474495402,518252141.36836356,517980889.44847,293987.269086660830634648,429806352.1169929,259126.07068418176,1839.774545664149974155627876968969,1839.774545664149974155627876968969,1719.748226792610951136728839396375,1843.805814272188732245883448023806
1686268800,201146,1847128198475778595058358956571186,37179651669688486499,128995584.50433546,128981136.493557,70072.819678383525815785,464380331.4227018,64497.79225216773,1846.321316315325339054835884652437,1846.321316315325339054835884652437,1828.37852236591254306531343310352,1853.744617037947354371743566150247
1686182400,201110,1843851015434337187358766175640004,36841047401471116733,141813398.39525428,141875563.003472,76851.349302143254205554,464096253.4213477,70906.69919762714,1832.703728246292107506986371034985,1832.703728246292107506986371034985,1830.510238407738867440862936643653,1861.999756702527889138263709748624
1686096000,201184,1850688995940988482203065776820182,29693557278789472840,296593710.58959156,296506851.599218,159857.139479628536393242,461090868.72053087,148296.85529479577,1883.865722692063159028620634662294,1883.865722692063159028620634662294,1822.828160721608660069852416455795,1894.617285881584172383351171203356
1686009600,200908,1825314720710267389830507922432722,37400896360585223108,334008446.7298931,334104508.979815,180874.507235840043491737,467794400.5588222,167004.22336494655,1811.139679013327503286678062741889,1811.139679013327503286678062741889,1799.332100505806293404381967067102,1912.612075524512647199265770915841
1685923200,201303,1861676730205864180889814534885799,28033452399493981388,379610992.86238945,379565197.398976,206131.73215908435483068,453515199.60931426,189805.4964311947,1890.016181788492608407161168350812,1890.016181788492608407161168350812,1784.371625686877183613387065008237,1890.041367573741264258807081649565
1685836800,200876,1822411706917606102626254286955217,30689347858501364041,108605785.15466961,108613176.683574,57115.948032586963303135,461288982.1991788,54302.8925773348,1891.757980335466561947051072602716,1891.757980335466561947051072602716,1886.275683438165667578703816412515,1912.427200641703624227227235094127
1685750400,200867,1821573671205129016419757689620020,32155425325673028539,96205000.0402869,96165582.198631,50645.725644013192197927,460179743.91585976,48102.50002014345,1907.059721793623987377962578123241,1907.059721793623987377962578123241,1884.569322803746625388988685990688,1909.63833109156575995269300398448
1685664000,200787,1814251260985029238484957273234007,115351738252168316845,196085231.25489077,196167135.935221,103845.878641092574421008,460354336.4180479,98042.61562744538,1860.973249830417611584977981139056,1860.973249830417611584977981139056,1851.559864356920012107973458587922,1909.720661907825647951778810735408
1685577600,201031,1836590879755330477359063339566366,28695586871280778449,183544442.19293606,183569698.812163,98441.043773465056822646,437529502.7553253,91772.22109646803,1874.417570279990892545767784491641,1874.417570279990892545767784491641,1845.310659956973944335821332879908,1887.760751329784215694510103512039
1685491200,200959,1829974958629350530215893997999719,28448823578796506065,225435478.48673734,225417683.382368,120380.609661922597153014,441759330.12133175,112717.73924336866,1900.933480219621088859821211126906,1900.933480219621088859821211126906,1851.160009616449081726529196418031,1906.962670481392994878795069941608
1685404800,200819,1817172348799623699784505262837841,41007750160095822133,224702214.13016224,224701340.858484,118001.950927953845834646,447708242.78640366,112351.10706508113,1892.424162831552000231000393293579,1892.424162831552000231000393293579,1884.90507747788652601814194980485,1916.185565500114792689427529394213
1685318400,200862,1821148271022989725484841463716427,37103589571947686571,207406778.00791723,207406338.696635,109165.788028508713925482,446262955.06965405,103703.38900395861,1910.383450767427523445106202748191,1910.383450767427523445106202748191,1876.878189987917629901956479443285,1936.848549596831019001411837070302
1685232000,200769,1812672009501559320495890537535197,24655750347781048022,218565628.83582908,218628021.229873,117299.610376184184002618,444954070.14734674,109282.81441791455,1830.974276588292933734522971777303,1830.974276588292933734522971777303,1825.413317428363020259001799995302,1916.256480346679847946696067019406
1685145600,201194,1851562051661145081273074393051789,24301994919726593519,64513276.07628688,64527543.326595,35290.790591760572260267,427026473.94160223,32256.638038143443,1829.634986538692584787054835775472,1829.634986538692584787054835775472,1817.848996142726477020231699334155,1842.268735313892262628980247730647
1685059200,201201,1852243213664668214811811909442802,22914726734252214295,123315087.35313424,123339426.879647,67719.762539259516004396,433359022.18815553,61657.54367656712,1807.06240156573868659789830109427,1807.06240156573868659789830109427,1797.831581395213431715652878801591,1842.468884347602755910491435961157
1684972800,201325,1863772236944723684752885799288944,21623650013668347658,143080671.4126207,143091704.7265,79848.808038913602908245,431696791.0907911,71540.33570631035,1800.903289899056842379450488916625,1800.903289899056842379450488916625,1765.458168879064220097527619783042,1815.69925303159705079198046755291
1684886400,201360,1866978168201046780515563973872270,20913636815079081547,195422966.36887944,195369665.129035,108199.429102733459247465,432612641.8809263,97711.48318443973,1854.483276389206773338108106054995,1854.483276389206773338108106054995,1782.439668412086925388716849490006,1854.510341319834806515954504603563
1684800000,201066,1839780633333578172020792625818088,25046849841300056290,151451276.58685616,151483218.022208,81877.113215135907159477,440573112.3367443,75725.63829342807,1818.106781602626764033715402385519,1818.106781602626764033715402385519,1817.006065330096779087258829730387,1868.943790725708070112462116995359
1684713600,201264,1858098331316804158682817226787615,34356208803252582823,143098920.4934782,143142070.515937,78933.104216089988463833,439103276.98467135,71549.46024673911,1804.880985559336735502218532754134,1804.880985559336735502218532754134,1793.353661946490955898166037252597,1826.476825347719931044370028733636
1684627200,201337,1864899022848793489494291969268400,23427009329114235671,118507381.79285997,118462032.979366,65377.452466601502901708,435179611.0130747,59253.69089642999,1819.692140992967065393897402545725,1819.692140992967065393897402545725,1799.202139897045428029590044221138,1827.51032175579684648508921734551
1684540800,201256,1857293953739244437497012878565725,43534889104217080676,106100592.08943179,106104830.032235,58429.542266324559009627,438230055.8422697,53050.2960447159,1812.684973119353005135561858144254,1812.684973119353005135561858144254,1804.858726474978209908385357718819,1827.928383222934826546960702347413
1684454400,201294,1860878223799195941934986117984640,117822360351191324094,156975037.91157925,157039943.187592,86701.988634662395406662,438406376.1842894,78487.51895578962,1801.293205392576945269004884548762,1801.293205392576945269004884548762,1787.568928836094055571974078339115,1826.704618375775977638671197750019
1684368000,201357,1866755330045671828447370552263243,20028105090698672581,160649050.5414846,160624458.889785,88668.481673053549887781,427920459.2165577,80324.5252707423,1822.573653443192323734073615269976,1822.573653443192323734073615269976,1774.164515104540828926058407691882,1833.223009618777480786814667251086
1684281600,201240,1855846723787060757902096735352042,40150930812977115311,174330822.67167607,174306879.589275,96133.907653517555364139,429901228.97172976,87165.41133583804,1824.435681598400797894701625076976,1824.435681598400797894701625076976,1786.667609234473449975015663135411,1835.095348165514760400033962937238
1684195200,201230,1854880374140503062567372540997899,30861178894234158849,166943140.2697839,166952999.668909,91833.210290841628929882,429564864.9227122,83471.57013489195,1816.929302925049842286843172550115,1816.929302925049842286843172550115,1797.851163828911571470987598595579,1829.872307409962760143542864218157
1684108800,201272,1858838491743578639186538916294445,30702771241473117807,200195762.37034237,200182513.745217,109690.604570109867688562,430944209.4529052,100097.88118517118,1800.044154793536800420136128154609,1800.044154793536800420136128154609,1787.260845862194614412797042246449,1845.778553344726696480793383807948
1684022400,201365,1867512150981260765940094966838442,20115595076149368411,108940234.44022414,108938535.877328,60336.45503771123844768,428088736.06811625,54470.11722011207,1795.988087611423720657409306541951,1795.988087611423720657409306541951,1793.472104668490466189553992856554,1822.919511611442477474872224468889
1683936000,201386,1869477255440439263901850704552331,19615445861285490463,134216200.50144534,134221758.551918,74450.539728523196707184,427863300.6285038,67108.10025072267,1808.23180027287152778319870218742,1808.23180027287152778319870218742,1789.702934001938144100717858170663,1818.123145049628865197682989924073
1683849600,201319,1863170213078371707053532165351266,25949368961242760519,326596818.9303389,326467114.939529,184899.40680685652102181,425574152.78767353,163298.40946516945,1796.070643669562717017568982747956,1796.070643669562717017568982747956,1659.922319814759246677794726760867,1814.081691645863131249020338010343
1683763200,201386,1869464627348042712833109876491458,17679196346754137950,372981718.7513989,372930477.71649,206120.979284590276216866,424038419.5306357,186490.85937569948,1842.155469369061018519263436138017,1842.155469369061018519263436138017,1776.583356190633195914476396558976,1842.331090542698011943106142844248
1683676800,201133,1845936990334565176712081339156469,28123334031725856325,330993897.95134723,331002363.886902,179198.477385834257403874,430994732.6616811,165496.94897567361,1848.657376491265148685113146927646,1848.657376491265148685113146927646,1795.409619194724556743991321981908,1887.506744257553611164678646407769
1683590400,201098,1842686811018101333714214430541781,22126609536573897104,172335560.13758898,172283878.985059,93358.946533152668152326,463043058.51565766,86167.78006879448,1847.588705530838611928832909782693,1847.588705530838611928832909782693,1832.561862460872810829933571547288,1859.93162444852950158874509314668
1683504000,201106,1843444948661162529273642819620441,20504236910449667701,342441883.4935332,342439309.801642,184578.605084255211963338,464826781.47563195,171220.9417467666,1871.332665602954316439403295323124,1871.332665602954316439403295323124,1814.343240816969353250098547119467,1884.986344868999751560358027903285
1683417600,200964,1830406985935831353494349109110819,29472536925878653865,203534576.70146292,203490622.044674,106634.682775238919158101,468895083.2668898,101767.28835073147,1900.25327842238775533057569216699,1900.25327842238775533057569216699,1873.477850598440018099852564026421,1933.085142422376740062756130557695
1683331200,200822,1817498522359194096852633840823594,30579948774660608322,418109936.891561,417952753.345575,217950.552112117130042205,470667658.4168601,209054.96844578048,1995.601313423248184224948754601874,1995.601313423248184224948754601874,1857.722619716839587136677492920382,2023.126194297097480722310465448777
1683244800,200333,1773546686740425823971701791882891,14156381808561765797,328471308.767016,328563164.121475,169142.158726486934545626,471491898.275491,164235.654383508,1876.474503760158496869922822372502,1876.474503760158496869922822372502,1875.906110998036043843542313155777,2008.923028356295833260177253326819
1683158400,200948,1828977158040620237321846313970189,31467427689092512500,218861862.96654624,218810809.397316,115735.013847402105809587,460567003.2635513,109430.93148327312,1904.388494027429592461918758180324,1904.388494027429592461918758180324,1867.661119242241545608808924999426,1916.301911011533608845284086485936
1683072000,200801,1815549554833853322483191979906348,22022099072472124801,268114117.62861413,268105970.204147,143274.200509342945033305,460427301.7587113,134057.05881430706,1870.477779713056190228984483141803,1870.477779713056190228984483141803,1842.321852240504096085344906353066,1914.368631798976747854669831462657
1682985600,200980,1831893732678014523574490995939868,21613242904052338514,214206826.5798029,214227511.904525,115918.728885226077174369,452504467.5172063,107103.41328990145,1830.666228083979252304066674065198,1830.666228083979252304066674065198,1819.297522733668727013917173270593,1889.41306742614217949532657589087
1682899200,201195,1851718642142322770706074090958961,17050008332371577535,238376613.65474385,238349177.11009,129690.633909099802882962,443674960.2884938,119188.30682737193,1872.347934879353218946276486432628,1872.347934879353218946276486432628,1808.605978787818552584598329861209,1886.199824838100129257027582301043
1682812800,200967,1830698004801181472890115518992765,18136902908535388148,223310352.92930955,223350494.32305,117107.583055912861522297,444174726.98411846,111655.17646465478,1908.537323565352187911888209977033,1908.537323565352187911888209977033,1872.631664257811915293917144075287,1938.930966752003450943917817431818
1682726400,200779,1813552718827319850211527495319638,20406205773126393878,96008229.83318557,96034198.312572,50488.606558718593018307,460942239.0664349,48004.11491659278,1893.406067566893622875163911292377,1893.406067566893622875163911292377,1886.933351623536009557444111061643,1916.447081720963716281377654660301
1682640000,200858,1820781896804980708796383536546448,24496740627007493652,215674757.66787523,215662416.488663,113393.928495965820734634,462915378.8823205,107837.37883393762,1909.530850216368252137197655878494,1909.530850216368252137197655878494,1876.895394846655674478478833362139,1924.799024867662001490245767666555
1682553600,200774,1813076843287931883635492680670842,22962938046419674176,540150913.2547785,540233762.656259,284295.005398497521147815,464413381.8248884,270075.45662738924,1866.099276577379221084681815420375,1866.099276577379221084681815420375,1863.488816889222125488267719496212,1936.828427006888788259494168999861
1682467200,201004,1834051352030639428764702033600977,25243672462661536253,453404402.188794,453437070.725862,241046.945684088206271913,457396642.9127763,226702.201094397,1867.079521930430283985977681620474,1867.079521930430283985977681620474,1789.173005512330401473033403487558,1966.537912023485782941399273160787
1682380800,200999,1833584350672105258031357770572060,18481906195571963729,241547197.99862736,241565761.070641,131658.130070819377832496,460864641.58656734,120773.59899931368,1842.288022305933486821057325009395,1842.288022305933486821057325009395,1805.345935562629704554692223246441,1877.726450437739371549057068240855
1682294400,201132,1845864194102476668758042774815885,22133335811107334712,276718984.2164823,276697096.980623,149796.400507696277180062,458502713.40870947,138359.49210824113,1861.208181208162441845483616421654,1861.208181208162441845483616421654,1810.655596079742297014288701145545,1888.588404899735914314393576474365
1682208000,201030,1836463678168996880401252174247866,21532531461065778636,180938591.816746,180921647.855396,97194.238551068426064022,463874466.4605744,90469.295908373,1874.961199528546207257327311533842,1874.961199528546207257327311533842,1839.891070762544430191974115432476,1881.088284832763376336050544077501
1682121600,200956,1829716947594531104253312147732820,20696937528132592462,139878432.56820402,139892792.123759,75179.312159916760157453,462717354.5006812,69939.216284102,1848.155928813953152669709197997667,1848.155928813953152669709197997667,1845.16979380595941958648873441361,1886.921552142527374053501517524125
1682035200,201094,1842391258157642459064619007896237,16666308073145539074,509820426.11131746,509634665.263052,268885.701306368273013413,465099086.78832406,254910.2130556587,1943.381507341201732960815032306138,1943.381507341201732960815032306138,1800.236378253284645118218831510313,1954.932669398554334375293905195906
1681948800,200598,1797220313129676313624887568369843,19238564660376458043,424199182.5467281,424190634.407715,217891.889895657521406536,489593478.39785475,212099.59127336406,1934.97248624312147081988998286151,1934.97248624312147081988998286151,1918.38109388317448555881183050982,1979.358809468942338896555755091922
1681862400,200631,1800186130608333961849991999122479,14396584973187710250,463297880.41038734,463086750.482868,231951.657562215430480246,469615717.56593794,231648.94020519368,2105.035746173778712681148346761866,2105.035746173778712681148346761866,1924.484998462024916284182016592408,2105.035746173778712681148346761866
1681776000,199799,1726831144723369965777691999155720,35435870758999778179,280018234.2061776,280045428.007123,133705.053213322452328902,492903505.62332326,140009.11710308882,2075.726102110802601099601972120844,2075.726102110802601099601972120844,2057.775984685772960017676313310161,2121.824863477208149646074299248788
1681689600,199939,1738981584101650066877152501553836,22359734899147601931,324897814.84494644,324851642.125997,155528.089183841999209975,450913672.49062437,162448.90742247322,2119.800003204242056041411621936585,2119.800003204242056041411621936585,2062.588482764181003545737576458777,2120.53920000000014443113653188013
1681603200,199729,1720806902166284718124682846370276,24346498158208499399,297951537.53863466,298026333.676138,141505.733501137436764327,480469966.8323595,148975.76876931734,2093.048986889845940469637588713673,2093.048986889845940469637588713673,2075.784547903063805619760673686881,2140.509210000000226374059022927539
1681516800,199855,1731683441033806275730305853810254,41635455183430368208,259590519.65504238,259600298.227941,123803.791983941867881028,478353432.0436467,129795.2598275212,2102.656976026228845362152671067301,2102.656976026228845362152671067301,2077.544384808458562803623630200788,2110.989730988774839489430605242455
1681430400,199810,1727810231620355921605992200267622,49311397334207307299,552257010.008395,552342138.528716,263530.061930770894470267,478616248.24690557,276128.5050041975,2013.994602158859557948302405666675,2013.994602158859557948302405666675,2012.056989715309230891457728118961,2129.226243787121192379170623413125
1681344000,200241,1765393089501814904782875822164448,21403892842169084993,397973058.3519836,398021830.163245,201517.696589529654859302,455892330.6230216,198986.5291759918,1919.137761031401674464875728805295,1919.137761031401674464875728805295,1902.93530580431135374826556106151,2028.608962195186673227110954146377
1681257600,200723,1808532971713788591345439737354389,24534497962552424847,364666539.89966834,364719093.542638,192354.461266805076643498,444868238.5124433,182333.26994983418,1892.01366933269843821467826182648,1892.01366933269843821467826182648,1858.12240069979898999117924442889,1932.854898598118420117503374725083
1681171200,200866,1821450361440143328121785070546952,28390065407527373657,279797603.86049455,279775213.550993,146237.429305010406216784,436284885.69759285,139898.80193024728,1911.223000371850376031163214972827,1911.223000371850376031163214972827,1886.106896691767981502105898791259,1936.497332511358003818151350652242
1681084800,200765,1812280174646684759881887972015483,34538422856155491579,221884151.9473827,221911465.301433,118041.141953049193998439,452860529.9510257,110942.07597369133,1861.229249917124425671059978055896,1861.229249917124425671059978055896,1848.275113344824153934712444926014,1917.580397245823007518623996837851
1680998400,201030,1836458305993924899300320848785481,28271708994189162991,195277271.08264932,195303846.783318,105673.156917704060998814,446136840.2157276,97638.63554132466,1850.396710419790204337751969898761,1850.396710419790204337751969898761,1828.321888992128176916756588291294,1873.596532314986342851627620643428
1680912000,201088,1841832726509899909709234080730441,26682274923754524863,96824919.56207483,96804623.856808,51926.301084167395199909,443188958.0101503,48412.45978103741,1865.87475205236238970958432134542,1865.87475205236238970958432134542,1849.282335610432720800285076916027,1878.810609803708475189605302479038
1680825600,201005,1834154836870436137744826670979979,23958248971595266632,166791599.62157255,166789671.939926,89616.247716037445891328,442938401.77291787,83395.79981078627,1872.211798476686224116033922198454,1872.211798476686224116033922198454,1845.062531265632633167123159469464,1881.916697663676629608808394417307
